;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;;;
;;NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5695;turkey dk meat meat only w added soln ckd rstd;158;26;2;6;0;0;0;16;1;24;208;227;201;3;0;0;31;0;0;0;7;0;8;2;5;0.07;0;;
;;11845;pumpkin ckd bld drnd wsalt;18;1;0;0;4;1;2;15;1;9;30;230;237;0;0;0;0;5;0;0;0;0;9;0;288;0.8;0;;
;;11848;pumpkin leaves ckd bld drnd w salt;21;3;0;0;3;3;1;43;3;38;79;438;244;0;0;0;1;1;0;0;1;0;25;0;80;0.96;0;;
;;16102;pigeon peas (red gm) mature seeds ckd bld wosalt;121;7;0;0;23;7;0;43;1;46;119;384;5;1;0;1;3;0;0;0;1;0;111;0;0;0;0;;
;;10911;pork cured ham -- h2o added shank bone-in ln  fat unhtd;167;17;4;11;1;0;1;7;1;17;214;219;964;2;0;0;36;0;0;0;3;0;1;0;9;0.32;0;;
;;43537;babyfood dssrt blueberry yogurt str;77;1;0;1;17;0;14;25;0;13;109;62;14;0;0;0;1;12;0;0;0;0;8;0;3;0.4;0;;
;;D071;snake gourd  long  dark green ;12;1;0;0;1;2;0;27;0;21.7;31;104;5;0;0;0;0;3;0;0;0;0;17;0;0;0.01;0;;
;;14188;beverages tea grn ready to drk ginseng  honey swtnd;30;0;0;0;7;0;7;3;0;1;0;5;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;;
;;9400;apple juc cnd or btld unswtnd w added vit c;46;0;0;0;11;0;10;8;0;5;7;101;4;0;0;0;0;39;0;0;0;0;0;0;0;0.01;0;;
;;16134;yardlong bns mature seeds ckd bld wosalt;118;8;0;0;21;4;0;42;3;98;181;315;5;1;0;0;3;0;0;0;1;0;146;0;0;0;0;;
;;35240;bread blue corn somiviki (hopi);186;3;0;2;40;4;13;34;2;43;94;114;9;1;0;0;3;0;0;0;1;0;0;0;0;0.34;0;;
;;17440;"lamb aus frsh leg hindshank heel on bone-in ln 18"" brsd";174;31;2;6;0;0;0;5;2;19;151;192;86;4;0;0;16;0;0;0;5;0;0;2;2;0.4;0;;
;;11912;corn swt white frz krnls cut off cob bld drnd wsalt;80;3;0;0;20;2;3;4;0;19;57;147;245;0;0;0;1;3;0;0;1;0;31;0;0;0.07;0;;
;;12163;pumpkinsquash seeds whl rstd wosalt;446;19;4;19;54;18;0;55;3;262;92;919;18;10;1;0;0;0;0;0;0;0;9;0;3;0;0;;
;;11850;radishes oriental ckd bld drnd wsalt;17;1;0;0;3;2;2;17;0;9;24;285;249;0;0;0;1;15;0;0;0;0;17;0;0;0;0;;
;;5019;chicken broilers or fryers skn only ckd stwd;363;15;9;33;0;0;0;12;1;13;99;117;56;1;0;0;14;0;0;0;4;0;2;0;0;0;0;;
;;28286;bread paratha whl wheat commly prep frz;326;6;6;13;45;10;4;25;2;37;120;139;452;1;0;1;7;0;0;0;2;0;10;0;2;1.35;0;;
;;28025;kellogg's eggo thick  fluffy waffles brown sugar;307;6;3;12;45;1;16;455;8;16;342;89;490;0;0;0;0;0;1;1;7;1;0;2;546;0;0;;
;;11243;mushrooms portabella grilled;29;3;0;1;4;2;2;3;0;13;135;437;11;1;0;0;22;0;0;0;6;0;19;0;0;0;0;;
;;6040;soup minestrone cnd cond;68;3;0;2;9;1;2;28;1;6;46;255;516;1;0;0;3;1;0;0;1;0;13;0;85;0.46;0;;
;;6243;soup crm of mushroom cnd prep w eq volume lofat (2) milk;65;2;1;4;6;0;3;68;0;7;59;103;357;0;0;0;3;0;0;0;0;0;3;0;30;0.26;1;;
;;13324;beef var meatsby-products kidneys ckd simmrd;158;27;1;5;0;0;0;19;6;12;304;135;94;3;1;0;168;0;0;3;4;0;83;25;0;0.08;1;;
;;16138;falafel home-prepared;333;13;2;18;32;0;0;54;3;82;192;585;294;2;0;1;1;2;0;0;1;0;78;0;1;0;0;;
;;17139;veal sirloin ln ckd rstd;168;26;2;6;0;0;0;14;1;27;231;365;85;4;0;0;12;0;0;0;9;0;16;1;0;0.46;0;;
;;8693;cereals quaker oatmeal real medleys cherry pistachio dry;394;12;1;11;67;7;26;132;3;103;333;501;181;2;0;0;0;1;0;0;1;0;22;0;0;0.5;0;;
;;7001;barbecue loaf pork beef;173;16;3;9;6;0;0;55;1;17;132;329;1334;2;0;0;21;0;0;0;2;0;9;2;3;0;1;;
;;3821;inf formula mead johnson  pregestimil  wiron  pdr no recon;519;14;17;28;53;0;51;580;9;55;380;550;240;5;0;0;14;60;0;0;5;0;0;2;570;13.4;7;;
;;23082;"beef shldr pot rst bnless ln 0"" fat sel ckd brsd";190;32;2;7;0;0;0;13;3;27;234;360;63;10;0;0;37;0;0;0;4;1;8;3;2;0.08;0;;
;;20130;barley flour or meal;345;11;0;2;75;10;1;32;3;96;296;309;4;2;0;1;38;0;0;0;6;0;8;0;0;0.57;0;;
;;19123;puddings choc dry mix inst prep w 2 milk;105;3;1;2;19;0;0;104;0;19;238;168;284;0;0;0;2;1;0;0;0;0;5;0;46;0;1;;
;;28274;murray honey graham;445;6;3;13;76;3;22;379;4;0;45;76;477;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;
;;21307;fast foods griddle cake sndwch egg chs  bacon;272;12;4;13;26;1;10;109;2;21;184;158;718;1;0;0;25;2;0;0;1;0;31;0;63;0.53;0;;
;;3026;babyfood tropical fruit medley;51;0;0;0;12;1;10;0;0;5;11;141;0;0;0;0;0;16;0;0;0;0;2;0;4;0.1;0;;
;;23338;"beef loin tenderloin rst bnless ln  fat 0"" fat sel raw";144;22;2;6;0;0;0;14;2;12;219;294;42;3;0;0;21;0;0;0;5;1;4;4;4;0.18;0;;
;;16277;vitasoy usa azumaya firm tofu;80;9;1;4;2;1;0;180;1;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;8046;cereals rte post honeycomb crl;394;6;1;3;87;3;32;11;8;45;132;142;553;5;0;0;10;0;1;1;16;2;19;5;678;0.17;8;;
;;36034;restaurant family style chick tenders;302;19;3;17;19;1;0;18;1;29;297;324;800;1;0;0;20;0;0;0;8;0;11;0;7;1.39;0;;
;;6598;pace cilantro chunky salsa;25;0;0;0;6;3;6;0;0;0;0;0;844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;21516;kashi pizza mushroom  spinach single serve frz unprep;229;11;2;6;37;4;3;109;2;0;67;219;337;0;0;0;0;0;0;0;3;0;28;0;0;0;0;;
;;11947;pickles cucumber dill red na;12;1;0;0;2;1;1;57;0;7;16;117;18;0;0;0;0;2;0;0;0;0;8;0;6;0.03;0;;
;;19271;ice creams strawberry;192;3;5;8;28;1;0;120;0;14;100;188;60;0;0;0;2;8;0;0;0;0;12;0;96;0;0;;
;;11006;arrowhead ckd bld drnd wosalt;78;4;0;0;16;0;0;7;1;49;197;881;18;0;0;0;1;0;0;0;1;0;9;0;0;0;0;;
;;18305;pie blueberry commly prep;232;2;2;10;35;1;10;8;0;5;23;50;287;0;0;0;1;3;0;0;0;0;4;0;44;1.04;0;;
;;14258;beverages  ocean spray  white cranberry peach;45;0;0;0;12;1;11;3;0;2;3;22;11;0;0;0;0;27;0;0;0;0;0;0;2;0;0;;
;;14137;beverages nestea tea black rtd lemon;36;0;0;0;9;0;9;3;0;1;36;19;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;E021;goosberry;24;0;0;0;4;8;3;20;1;6.5;22;223;1;0;0;0;0;252;0;0;0;0;8;0;0;0.12;0;;
;;18237;cream puff shell prep from recipe;360;9;6;26;23;1;0;36;2;12;119;97;483;1;0;0;24;0;0;0;2;0;22;0;288;2.85;1;;
;;11519;taro cooked without salt;142;1;0;0;35;5;0;18;1;30;76;484;15;0;0;0;1;5;0;0;1;0;19;0;4;2.93;0;;
;;4626;margarine-like sprd w yogurt 70 fat stk w salt;630;0;13;70;1;0;0;20;0;2;16;25;590;0;0;0;0;0;0;0;0;0;1;0;819;5;0;;
;;3194;babyfood crl rice dry fort;390;7;0;2;83;1;5;860;53;37;273;281;32;11;0;1;5;2;1;1;23;1;24;5;0;5;9;;
;;17045;"lamb dom shldr arm lnfat 14""fat choic ckd brld";281;24;8;20;0;0;0;18;2;26;197;309;77;5;0;0;28;0;0;0;7;0;18;3;0;0.13;0;;
;;20648;sorghum flr whole-grain;359;8;1;3;77;7;2;12;3;123;278;324;3;2;0;1;12;1;0;0;4;0;25;0;0;0.5;0;;
;;6045;soup onion cnd cond;46;3;0;1;7;1;3;22;1;2;9;56;516;1;0;0;4;1;0;0;0;0;12;0;3;0.22;0;;
;;28254;sunshine cheez-it snack mix white cheddar;473;9;5;21;66;3;2;0;4;25;80;112;952;1;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;14029;alcoholic bev whiskey sour prep from item 14028;153;0;0;0;13;0;13;1;0;1;5;18;61;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;
;;19193;puddings  rice  ready-to-eat;108;3;1;2;18;3;12;95;0;;82;125;97;0;0;0;3;1;0;0;0;0;4;0;19;0.07;0;;
;;22997;kashi tuscan veggie bake frz entree;90;2;1;3;15;3;3;28;1;0;35;233;245;0;0;0;0;4;0;0;0;0;0;0;207;0;0;;
;;10067;pork frsh loin top loin (chops) bnless ln ckd brsd;170;31;2;4;0;0;0;8;1;23;230;269;67;2;0;0;42;0;1;0;10;1;0;1;2;0.25;1;;
;;8274;cereals rte general mills berry berry kix;376;6;1;4;84;6;21;421;24;42;211;228;517;8;0;0;12;19;1;1;11;1;19;3;433;0.4;3;;
;;7057;pepperoni bf  pork sliced;504;19;18;46;1;0;0;19;1;18;158;274;1582;2;0;1;29;0;0;0;5;0;5;1;0;1.03;1;;
;;42240;cereals rte post honey bunches of oats w almonds;409;8;1;7;80;6;20;35;34;61;172;211;417;1;0;0;12;0;1;1;16;2;19;5;680;1.86;3;;
;;C005;amaranth spinosus  leaves  green ;26;4;0;0;2;5;0;359;6;202;72;569;16;2;0;1;29;83;0;0;1;0;41;0;315;0.28;0;;
;;19239;candies reese's nutrageous candy bar;517;11;9;32;53;4;40;68;1;68;175;364;141;1;0;0;0;1;0;0;5;0;0;0;0;0;0;;
;;18043;bread prot (incl gluten);245;12;0;2;44;3;1;124;4;65;185;322;404;2;0;1;33;0;0;0;4;0;35;0;0;0.36;0;;
;;12128;ginkgo nuts dried;348;10;0;2;72;0;0;20;2;53;269;998;13;1;1;0;0;29;0;0;12;1;106;0;55;0;0;;
;;9153;lemon juc from conc cnd or btld;17;0;0;0;6;1;2;10;0;7;9;109;24;0;0;0;0;14;0;0;0;0;9;0;2;0.23;0;;
;;43285;eggs scrmbld frz mixture;131;13;1;6;8;0;8;17;0;10;30;147;162;0;0;0;23;0;0;0;0;0;17;0;21;0.84;2;;
;;6998;gravy campbell's brown w onions;42;0;0;2;7;0;3;0;0;0;0;0;559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;13418;"beef rnd eye of rnd rst bnless ln 0"" fat all grds ckd rstd";163;30;1;4;0;0;0;16;2;15;281;404;67;4;0;0;29;0;0;0;9;1;5;2;1;0.3;0;;
;;1024;cheese limburger;327;20;17;27;0;0;0;497;0;21;393;128;800;2;0;0;15;0;0;1;0;0;58;1;340;0.23;1;;
;;P008;bommuralu;116;22;1;3;0;0;0;47;0;27.13;207;349;62;1;0;0;18;0;0;0;1;69;1004;0;0;0.54;0;;
;;5035;chicken broilers or fryers dk meat meatskn ckd fried batter;298;22;5;19;9;0;0;21;1;20;145;185;295;2;0;0;24;0;0;0;6;0;9;0;31;0;0;;
;;19155;candies mars snackfood us snickers bar;491;8;9;24;62;2;50;93;1;72;190;323;239;3;0;0;8;1;0;0;4;0;21;0;46;1.5;0;;
;;23103;"beef chk und bl pot rst or stk bnl ln  fat 0"" fat  ch  raw";202;19;6;14;0;0;0;12;2;19;181;329;76;7;0;0;22;0;0;0;4;0;3;3;4;0.16;0;;
;;42316;babyfood carrots toddler;26;1;0;0;5;2;3;19;0;6;21;129;48;0;0;0;1;1;0;0;0;0;7;0;736;0.59;0;;
;;20317;corn flr yel masa enr;363;8;1;4;77;6;0;138;9;93;231;262;5;2;0;0;11;0;1;1;10;0;29;0;11;0;0;;
;;19151;candies reese's pieces candy;497;12;16;25;60;3;53;69;0;88;207;359;194;1;0;1;1;0;0;0;6;0;55;0;0;0.99;0;;
;;9105;fruit salad cnd hvy syrup solliquids;73;0;0;0;19;1;18;6;0;5;9;80;6;0;0;0;1;2;0;0;0;0;3;0;25;0.4;0;;
;;14120;alcoholic bev wine table white muller thurgau;76;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;11362;potatoes raw skin;58;3;0;0;12;3;0;30;3;23;38;413;10;0;0;1;0;11;0;0;1;0;17;0;0;0;0;;
;;5300;turkey stks breaded battered fried;279;14;4;17;17;0;0;14;2;15;234;260;838;1;0;0;21;0;0;0;2;0;9;0;12;0;0;;
;;11049;beans pinto immat seeds frz ckd bld drnd wosalt;162;9;0;0;31;5;0;52;3;54;100;646;83;1;0;0;1;1;0;0;1;0;34;0;0;0;0;;
;;20409;noodles egg dry unenr;384;14;1;4;71;3;2;35;2;58;241;244;21;2;0;1;79;0;0;0;2;0;29;0;17;0.37;0;;
;;13834;"beef rib whl (ribs 6-12) lnfat 18""fat prime ckd brld";386;22;13;32;0;0;0;11;2;20;169;310;62;5;0;0;28;0;0;0;3;0;6;3;0;0;0;;
;;7025;frankfurter turkey;223;12;4;17;4;0;1;148;1;14;172;392;911;2;0;0;15;0;0;0;4;0;7;1;0;0.62;1;;
;;23482;"beef comp of rtl cuts ln  fat 0"" fat all grds raw";169;21;4;9;0;0;0;13;2;17;194;310;61;5;0;0;23;0;0;0;5;1;5;2;3;0.18;0;;
;;28109;keebler iced oatmeal cookies;467;7;6;18;70;4;36;0;2;5;26;112;297;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;9244;peaches dehyd (low-moisture) sulfured unckd;325;5;0;1;83;0;0;38;6;57;162;1351;10;1;0;0;0;11;0;0;5;0;7;0;71;0;0;;
;;25037;snacks pita chips salted;457;12;1;15;68;4;5;17;5;37;124;129;854;1;0;1;33;0;1;0;7;0;22;0;0;6.93;0;;
;;16001;beans adzuki mature seeds raw;329;20;0;1;63;127;0;66;5;127;381;1254;5;5;1;2;;0;0;0;3;0;622;0;1;0;0;;
;;19439;snacks kellogg's lofat granola bar crunchy almdbrn sugar;390;8;1;7;78;6;0;35;9;87;248;249;291;2;1;2;0;0;1;1;10;1;0;0;713;0;0;;
;;23258;"beef loin top sirloin filet bnless ln 0"" fat sel ckd grilled";165;31;2;5;0;0;0;6;3;28;262;390;56;9;0;0;31;0;0;0;6;1;7;3;2;0;0;;
;;5101;chicken broilers or fryers wing meatskn ckd fried batter;324;20;6;22;11;0;0;20;1;16;121;138;320;1;0;0;26;0;0;0;5;0;6;0;34;0;0;;
;;3044;babyfood dinner macaronitomatobf str;61;2;0;1;9;1;2;17;0;12;39;112;38;1;0;0;8;0;0;0;1;0;5;0;44;2.62;0;;
;;7945;frankfurter  bf  htd;322;12;12;29;3;0;1;11;1;9;139;252;852;2;0;0;11;0;0;0;2;0;10;1;0;0.2;1;;
;;9210;orange juc chilled incl from conc w added ca  vitamin d;47;1;0;0;11;0;8;140;0;11;47;178;2;0;0;0;0;34;0;0;0;0;19;0;2;0.2;1;;
;;3163;babyfood fruit bananas wapplspears str;83;1;0;0;19;1;13;5;0;25;19;233;2;0;0;0;1;14;0;0;1;0;5;0;3;0.08;0;;
;;9086;custard-apple (bullock's-heart) raw;101;2;0;1;25;2;0;30;1;18;21;382;4;0;0;0;0;19;0;0;1;0;0;0;2;0;0;;
;;16536;worthington wham (roll) frz unprep;196;18;2;11;6;0;3;45;3;0;263;194;717;1;0;0;0;0;3;0;11;1;0;4;0;0;0;;
;;28187;kellogg's spl k cracker chips sea salt;361;7;1;8;75;11;1;0;2;72;190;870;760;1;0;0;0;0;1;0;4;0;0;0;0;0;0;;
;;28093;keebler fudge shoppe grasshopper cookies fudge mint;499;4;16;24;68;2;40;0;2;31;76;306;266;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;10874;pork cured ham w nat juices shank bone-in ln htd rstd;145;25;2;5;0;0;0;7;1;21;255;458;820;3;0;0;49;0;0;0;8;0;3;1;11;0.29;0;;
;;23189;"beef rib eye rst bne-in lip-on ln  fat 18"" ft chc ckd rst";307;24;10;24;0;0;0;13;2;21;153;264;62;5;0;0;25;0;0;0;5;0;6;2;8;0.12;0;;
;;28110;keebler toast  pnut butter sndwch crackers;489;11;4;24;60;3;12;54;3;12;118;66;772;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;6966;soup chick noodle lo na cnd prep w eq volume h2o;25;1;0;1;3;0;0;6;1;4;17;22;173;0;0;0;5;0;0;0;1;0;2;0;11;0.03;0;;
;;9084;currants redwhite raw;56;1;0;0;14;4;7;33;1;13;44;275;1;0;0;0;1;41;0;0;0;0;8;0;2;0.1;0;;
;;16587;morningstar farms brkfst sausage patties mpl flav frz unpr;222;26;1;7;14;2;6;37;4;0;311;279;656;1;0;0;0;0;1;0;9;1;3;7;0;0;0;;
;;13889;"beef shldr top blade steak bnless ln  fat 0"" fat choic raw";152;20;3;8;0;0;0;12;3;19;199;336;81;8;0;0;22;0;0;;4;0;3;4;3;0.16;0;;
;;20068;tapioca pearl dry;358;0;0;0;89;1;3;20;2;1;7;11;1;0;0;0;1;0;0;0;0;0;4;0;0;0;0;;
;;3960;inf formula nestle good start supreme w iron dha  ara rtf;66;1;1;3;7;0;5;42;1;5;24;71;18;1;0;0;1;6;0;0;1;0;0;0;60;0.99;1;;
;;17236;"lamb dom loin lnfat 18""fat choic raw";279;17;10;23;0;0;0;14;2;22;159;226;59;3;0;0;19;0;0;0;6;0;18;2;0;0;0;;
;;17085;lamb nz imp frz shldr whl (armbld) lnfat ckd brsd;357;28;13;26;0;0;0;27;2;18;196;147;51;5;0;0;5;0;0;0;6;0;1;3;0;0;0;;
;;11149;chayote fruit raw;19;1;0;0;5;2;2;17;0;12;18;125;2;1;0;0;0;8;0;0;0;0;93;0;0;0.12;0;;
;;19424;snacks tortilla chips nacho-flavor red fat;445;9;3;15;72;5;0;159;2;97;318;272;1003;0;0;0;0;0;0;0;0;0;26;0;24;0;0;;
;;5669;ground turkey 85 ln 15 fat pan-broiled crumbles;258;25;5;17;0;0;0;49;2;28;263;276;85;4;0;0;36;0;0;0;8;0;7;2;35;0.09;0;;
;;20653;pasta whl grain 51 whl wheat remaining enr semolina dry;361;13;0;3;73;11;2;25;3;94;252;318;12;2;0;2;77;0;1;0;9;0;59;0;0;0;0;;
;;14168;beverages carob-flavor bev mix pdr;372;2;0;0;93;8;0;32;5;5;7;104;103;0;0;0;2;0;0;0;1;0;0;0;0;0;0;;
;;11104;burdock root raw;72;2;0;0;17;3;3;41;1;38;51;308;5;0;0;0;1;3;0;0;0;0;23;0;0;0.38;0;;
;;17450;lamb australian imp frsh external fat raw;487;13;24;49;0;0;0;10;1;9;92;149;69;1;0;0;5;0;0;0;3;0;0;0;0;0;0;;
;;18431;danish pastry fruit unenr (incl appl cinn raisin strawberry);371;5;3;19;48;2;0;46;1;15;89;83;354;1;0;0;0;4;0;0;1;0;16;0;22;0;0;;
;;9278;plantains cooked;116;1;0;0;31;2;14;2;1;32;28;465;5;0;0;0;1;11;0;0;1;0;26;0;45;0.13;0;;
;;5314;ckn broilersfryers brst sknls bnls meat only w added sln rw;108;20;1;3;0;0;0;5;0;25;198;332;173;1;0;0;26;0;0;0;8;1;8;0;11;0.19;0;;
;;15171;oyster pacific raw;81;9;1;2;5;0;0;8;5;22;162;168;106;17;2;1;77;8;0;0;2;0;10;16;81;0;0;;
;;15003;bass frsh h2o mxd sp raw;114;19;1;4;0;0;0;80;1;30;200;356;70;1;0;1;13;2;0;0;1;0;15;2;30;0;0;;
;;6024;soup chick  veg cnd rts;33;2;0;1;5;1;1;14;0;8;35;133;229;0;0;0;3;0;0;0;1;0;13;0;52;0.24;0;;
;;19923;candies hersheys payday bar;490;13;5;25;53;4;40;94;2;90;197;725;231;2;0;1;5;0;0;0;7;0;51;0;0;2.47;0;;
;;23231;"beef rib eye steak bnless lip off ln  fat 0"" fat choic raw";241;19;8;18;0;0;0;8;2;19;133;231;51;5;0;0;24;0;0;0;5;0;3;2;4;0;0;;
;;19053;rice cakes brown rice sesame sd;392;8;1;4;82;5;0;12;2;136;375;290;227;3;0;4;24;3;0;0;7;0;18;0;0;0;0;;
;;11910;corn swt white frz krnls cut off cob unprep;88;3;0;1;21;3;9;4;0;18;70;213;3;0;0;0;1;6;0;0;2;0;36;0;0;0;0;;
;;10136;pork cured ham bnless reg (approx 11 fat) rstd;178;23;3;9;0;0;0;8;1;22;281;409;1500;2;0;0;20;0;1;0;6;0;3;1;0;0.31;1;;
;;12220;seeds flaxseed;534;18;4;42;29;27;2;255;6;392;642;813;30;4;1;2;25;1;2;0;3;0;87;0;0;0.31;0;;
;;1113;whey acid dried;339;12;0;1;73;0;73;2054;1;199;1349;2289;968;6;0;0;27;1;1;2;1;1;33;3;17;0;0;;
;;35168;fish salmon king w skn kippered (alaska native);209;23;2;13;0;0;0;55;1;29;270;390;870;1;0;0;31;0;0;0;9;0;3;4;12;0.42;1;;
;;11269;mushrooms shiitake ckd wosalt;56;2;0;0;14;2;4;3;0;14;29;117;4;1;1;0;25;0;0;0;2;0;21;0;0;0;1;;
;;21357;mcdonald's egg mcmuffin;228;14;4;10;22;1;2;192;2;20;200;173;617;1;0;0;0;1;0;0;3;0;0;0;0;0.59;0;;
;;14297;beverages lemonade-flavor drk pdr prep w h2o;27;0;0;0;7;0;7;4;0;13;7;3;13;0;0;0;0;3;0;0;0;0;0;0;0;0;0;;
;;8681;cereals rte cascadian farm cinn crunch;407;6;1;9;82;11;31;0;3;0;148;237;380;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;3152;babyfood fruit appl  raspberry str;58;0;0;0;16;2;13;5;0;4;8;80;0;0;0;0;0;27;0;0;0;0;1;0;1;0.21;0;;
;;5747;chckn brolr or fryrs brst sknlss bnless meat only ckd grilld;151;31;1;3;0;0;0;5;0;34;258;391;52;1;0;0;28;0;0;0;12;1;0;0;10;0.54;0;;
;;13319;beef var meatsby-products brain ckd pan-fried;196;13;4;16;0;0;0;9;2;15;386;354;158;1;0;0;26;3;0;0;4;0;6;15;0;0;0;;
;;11786;drumstick leaves ckd bld drnd w salt;60;5;0;1;11;2;1;151;2;34;67;344;245;0;0;1;1;31;0;1;2;1;23;0;351;0.1;0;;
;;21159;subway steak  chs sub on wht brd w american chs lttc  tmt;183;12;2;5;21;1;3;183;2;22;132;183;444;2;0;0;18;1;0;0;4;0;0;1;12;0.4;0;;
;;13983;"beef brisket flat half bnless ln  fat 0"" fat sel raw";158;21;3;8;0;0;0;12;2;22;206;336;82;5;0;0;25;0;0;0;6;1;3;2;4;0.11;0;;
;;8353;cereals rte quaker mother's cinn oat crunch;382;11;1;5;80;8;25;50;3;106;347;325;275;3;0;0;0;1;0;0;2;0;37;0;1;4.53;0;;
;;17354;lamb nz imp intermuscular fat ckd;596;9;26;62;0;0;0;6;1;12;118;198;52;2;0;0;2;0;0;0;2;0;0;1;34;0.94;0;;
;;1056;cream sour cultured;198;2;10;19;5;0;3;101;0;10;76;125;31;0;0;0;4;1;0;0;0;0;6;0;124;0.38;0;;
;;13334;beef var meatsby-products spleen ckd brsd;145;25;1;4;0;0;0;12;39;19;305;284;57;3;1;0;91;50;0;0;6;0;4;5;0;0;0;;
;;23659;"beef brisket flat half ln  fat 18"" fat sel raw";276;18;9;22;0;0;0;17;2;18;164;271;58;4;0;0;19;0;0;0;4;0;9;1;0;0.43;0;;
;;11143;celery raw;16;1;0;0;3;2;1;40;0;11;24;260;80;0;0;0;0;3;0;0;0;0;36;0;22;0.27;0;;
;;17289;"lamb aus imp frsh foreshank ln 18""fat ckd brsd";165;28;2;5;0;0;0;14;2;22;177;255;100;8;0;0;9;0;0;0;5;0;0;3;0;0;0;;
;;5673;chicken skn (drumsticks  thighs) ckd brsd;443;15;12;43;0;0;0;9;1;14;130;161;75;1;0;0;16;0;0;0;3;0;3;0;48;0.19;0;;
;;H010;gingelly seeds  brown ;516;22;6;43;10;17;1;1174;15;328;613;491;12;8;2;2;53;0;0;0;3;0;93;0;1;0.23;0;;
;;21129;fast foods hush puppies;296;6;3;13;40;3;4;100;3;40;410;256;813;1;0;0;26;0;0;0;2;0;29;0;0;1.06;0;;
;;9017;apple juc frz conc unswtnd undil wo vit c;166;1;0;0;41;0;39;20;1;17;25;448;25;0;0;0;0;2;0;0;0;0;1;0;0;0.04;0;;
;;E029;guava  pink flesh ;47;1;0;0;9;7;8;14;0;13.26;30;270;2;0;0;0;2;222;0;0;1;0;32;0;88;0.11;0;;
;;8587;cereals rte kellogg kellogg's spl k lofat granola;375;13;1;5;75;11;18;40;0;75;237;225;219;2;0;0;0;1;1;1;14;1;19;4;0;0;2;;
;;6235;prego pasta rstd garlic  herb ital sau rts;69;2;0;2;10;2;7;15;1;0;0;308;354;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;
;;28225;murray sugar free pnut butter cookies;505;10;8;31;56;6;2;0;3;43;172;191;458;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;
;;11062;beans snap grn frz all styles microwaved;40;2;0;0;7;3;3;61;1;29;42;237;3;0;0;0;1;11;0;0;0;0;12;0;26;0.42;0;;
;;16529;worthington fripats frz unprep;209;24;1;9;8;3;1;97;3;0;187;185;517;1;0;0;0;0;3;0;5;1;0;2;0;0;0;;
;;7961;chicken breast deli rotisserie seasoned sliced prepackaged;98;17;1;2;3;0;1;11;0;26;257;360;1032;1;0;0;13;0;0;0;9;0;7;0;2;0.32;0;;
;;5068;chicken broilers or fryers drumstk meatskn ckd fried flr;245;27;4;14;2;0;0;12;1;23;176;229;89;3;0;0;18;0;0;0;6;0;8;0;25;0;0;;
;;4128;veg oil sprd unspec oils approx 37 fat w salt;339;1;9;38;1;0;0;6;0;1;5;34;589;0;0;0;0;0;0;0;0;0;1;0;1297;13.45;0;;
;;7064;pork sausage linkpatty ckd pan-fried;325;19;9;27;1;0;1;9;1;16;149;342;814;2;0;0;21;0;0;0;6;0;1;1;28;0.9;1;;
;;17235;"lamb dom leg sirloin half lnfat 18""fat choic ckd rstd";284;25;8;20;0;0;0;11;2;23;185;304;68;4;0;0;26;0;0;0;7;0;17;3;0;0;0;;
;;18297;pancakes spl dietary dry mix;349;9;0;1;74;0;0;99;3;47;596;676;456;1;0;1;25;0;0;0;3;0;14;0;6;0;0;;
;;21092;"fast foods cheeseburger; double reg patty; pln";308;17;7;17;21;1;4;180;2;21;183;216;621;3;0;0;0;0;0;0;4;0;0;1;0;0;0;;
;;6411;soup chs cnd prep w eq volume h2o;63;2;3;4;4;0;0;57;0;2;55;62;388;0;0;0;2;0;0;0;0;0;2;0;120;0;0;;
