;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;
NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg
5200;turkey fryer-roasters meatskn ckd rstd;172,0000;28,2600;1,6500;5,7200;0,0000;0,0000;0,0000;22,0000;1,9500;25,0000;198,0000;250,0000;66,0000;2,8900;0,1460;0,0240;33,8000;0,0000;0,0430;0,1830;4,9220;0,4200;7,0000;0,3700;0,0000;0.35;0,0000
21238;mcdonald's french fr;323,0000;3,4100;2,2710;15,4700;42,5800;3,9000;0,2100;19,0000;0,8000;37,0000;127,0000;596,0000;189,0000;0,5100;0,1140;0,2490;0,4000;5,6000;0,1800;0,0370;3,2200;0,3800;0,0000;0,0000;0,0000;1.38;0,0000
18114;cake gingerbread dry mix;437,0000;4,4000;3,4600;13,8000;74,6000;1,7000;46,6200;94,0000;4,7000;21,0000;226,0000;341,0000;657,0000;0,3600;0,2460;0,5560;2,1000;0,2000;0,3400;0,2400;2,5500;0,0410;14,0000;0,0000;0,0000;0.2;0,0000
28034;girl scouts thank u berry munch cookies;491,0000;4,6000;7,8000;21,6000;70,0000;1,8000;28,9000;0,0000;2,3000;2,0000;42,0000;22,0000;305,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3100;0,2100;2,6000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
3015;babyfood meat turkey str;111,0000;11,5000;1,6410;6,2000;1,4000;0,0000;0,0000;41,0000;0,7000;12,0000;117,0000;135,0000;49,0000;1,7700;0,1480;0,0370;12,0000;2,2000;0,0080;0,1630;2,6100;0,0290;8,0000;1,1100;0,0000;0.08;0,8000
6996;gravy campbell's au jus;8,0000;1,6900;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;390,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
42136;cream sub pdr lt;431,0000;1,9000;3,8000;15,7000;73,4000;0,0000;73,4000;1,0000;0,0300;0,0000;136,0000;902,0000;229,0000;0,0200;0,0100;0,0000;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;1,0000;0.26;0,0000
14531;alcoholic bev whiskey sour;149,0000;0,0000;0,0050;0,0300;13,1700;0,0000;0,0000;1,0000;0,0800;1,0000;6,0000;5,0000;20,0000;0,0600;0,0090;0,0060;0,1000;1,6000;0,0110;0,0060;0,0200;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11521;taro leaves ckd stmd wosalt;24,0000;2,7200;0,0830;0,4100;4,0200;2,0000;0,0000;86,0000;1,1800;20,0000;27,0000;460,0000;2,0000;0,2100;0,1400;0,3710;0,9000;35,5000;0,1390;0,3800;1,2670;0,0720;48,0000;0,0000;212,0000;0,0000;0,0000
23202;"beef rib eye steakrost bnls lip-on ln  fat 18"" fat chc rw";253,0000;18,3900;8,7410;19,9500;0,0000;0,0000;0,0000;8,0000;1,8100;19,0000;128,0000;224,0000;50,0000;4,7100;0,0630;0,0630;23,3000;0,0000;0,1070;0,2440;4,6290;0,4040;3,0000;1,7500;5,0000;0.17;0,2000
20041;rice brown medium-grain ckd;112,0000;2,3200;0,1650;0,8300;23,5100;1,8000;0,0000;10,0000;0,5300;44,0000;77,0000;79,0000;1,0000;0,6200;0,0810;1,0970;0,0000;0,0000;0,1020;0,0120;1,3300;0,1490;4,0000;0,0000;0,0000;0,0000;0,0000
8513;cereals rte general mills choc lucky charms;381,0000;5,5900;0,6000;4,4000;84,4000;5,3000;36,7900;357,0000;16,1000;57,0000;214,0000;249,0000;539,0000;13,3900;0,2120;0,0000;9,9000;21,4000;1,2900;1,5000;17,8900;1,7800;19,0000;5,4000;505,0000;0.57;3,6000
11894;vegetables mxd frz ckd bld drnd wsalt;60,0000;2,8600;0,0310;0,1500;13,0900;4,4000;3,1200;25,0000;0,8200;22,0000;51,0000;169,0000;271,0000;0,4900;0,0830;0,3790;0,3000;3,2000;0,0710;0,1200;0,8510;0,0740;19,0000;0,0000;214,0000;0.38;0,0000
36612;denny's golden fried shrimp;319,0000;13,8800;3,5150;20,0100;20,9300;1,5000;0,7500;47,0000;1,5400;26,0000;498,0000;128,0000;1400,0000;0,8500;0,1830;0,2470;18,5000;0,0000;0,1800;0,2500;2,4670;0,0850;0,0000;0,4000;2,0000;2.61;0,0000
6408;campbell's chunky soups healthy request veg soup;49,0000;1,6300;0,2040;0,4100;9,8000;1,6000;3,2700;24,0000;0,4400;0,0000;0,0000;0,0000;167,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
6389;campbell's chunky soups bf w white  wild rice soup;57,0000;3,2700;0,2040;0,6100;9,8000;0,8000;2,0400;8,0000;0,4400;0,0000;0,0000;0,0000;363,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
36061;restaurant mexican soft taco w ground bf chs  lettuce;219,0000;12,5600;4,4860;10,8100;17,9200;1,5000;2,3900;116,0000;1,8500;27,0000;172,0000;244,0000;509,0000;2,1500;0,0990;0,2690;19,3000;0,0000;0,1620;0,2480;2,6300;0,1360;0,0000;1,2200;49,0000;0.82;0,0000
36004;applebee's mozzarella stks;316,0000;14,8700;6,7300;18,3700;22,8700;2,1000;2,8000;319,0000;0,4300;20,0000;307,0000;106,0000;838,0000;2,0000;0,0590;0,2390;17,6000;0,0000;0,0730;0,2600;0,6600;0,0670;0,0000;0,9900;113,0000;0.71;0,0000
6007;soup bean w ham cnd chunky rts;95,0000;5,1900;1,3700;3,5000;11,1600;4,6000;0,0000;32,0000;1,3300;19,0000;59,0000;175,0000;400,0000;0,4400;0,1600;0,2900;6,9000;1,8000;0,0600;0,0600;0,7000;0,0500;12,0000;0,0300;81,0000;0,0000;0,0000
8493;cereals rte malt-o-meal appl zings;390,0000;4,5100;0,7300;2,7100;87,3000;2,3000;44,6100;303,0000;27,2700;24,0000;61,0000;96,0000;454,0000;11,2100;0,0000;0,0000;0,0000;18,2000;1,1300;1,2800;15,1400;1,5100;19,0000;4,5500;0,0000;0.03;3,0000
8544;cereals rte post great grains cranberry almond crunch;384,0000;8,9000;0,8000;5,9000;76,6000;11,1000;25,5000;40,0000;3,8000;89,0000;255,0000;308,0000;214,0000;3,1000;0,3000;0,0000;37,0000;25,0000;0,8000;0,9000;10,4000;1,0000;19,0000;3,1000;467,0000;5.63;2,1000
16080;mung bns mature seeds raw;347,0000;23,8600;0,3480;1,1500;62,6200;16,3000;6,6000;132,0000;6,7400;189,0000;367,0000;1246,0000;15,0000;2,6800;0,9410;1,0350;8,2000;4,8000;0,6210;0,2330;2,2510;0,3820;625,0000;0,0000;6,0000;0.51;0,0000
7914;sausage  italian  swt  links;149,0000;16,1300;3,2570;8,4200;2,1000;0,0000;0,0000;25,0000;1,1900;12,0000;103,0000;194,0000;570,0000;1,5200;0,0400;0,0070;10,8000;0,2000;0,1720;0,1250;1,7360;0,1870;4,0000;1,0400;0,0000;0,0000;0,0000
11246;leeks (bulblower leaf-portion) raw;61,0000;1,5000;0,0400;0,3000;14,1500;1,8000;3,9000;59,0000;2,1000;28,0000;35,0000;180,0000;20,0000;0,1200;0,1200;0,4810;1,0000;12,0000;0,0600;0,0300;0,4000;0,2330;64,0000;0,0000;83,0000;0.92;0,0000
17007;"lamb dom foreshank lnfat 14""fat choic raw";201,0000;18,9100;5,8300;13,3800;0,0000;0,0000;0,0000;11,0000;1,6700;22,0000;170,0000;214,0000;72,0000;5,2200;0,1010;0,0210;19,9000;0,0000;0,1000;0,1900;5,4700;0,1500;19,0000;2,3400;0,0000;0.25;0,0000
P010;chakla;97,0340;20,2100;0,6540;1,6800;0,0000;0,0000;0,0000;6,5500;0,4100;24.71;219,0000;343,0000;51,4100;0,5700;0,3800;0,0100;58,9900;0,0000;0,0600;0,0400;2,3700;99,1100;572,0000;0,0000;0,0000;0.72;0,0000
P090;whale shark;95,8390;21,8300;0,2660;0,8200;0,0000;0,0000;0,0000;8,3200;0,3300;20.61;274,0000;365,0000;116,0000;0,3800;0,1000;0,0100;33,9500;0,0000;0,0600;0,0400;2,9000;125,0000;1605,0000;0,0000;0,0000;0.17;0,0000
28142;keebler town house original crackers;526,0000;5,1000;4,8000;29,6000;59,8000;1,7000;6,5000;0,0000;0,0000;0,0000;202,0000;103,0000;826,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5400;0,2800;3,2500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
17178;game meat rabbit domesticated comp of cuts ckd rstd;197,0000;29,0600;2,4000;8,0500;0,0000;0,0000;0,0000;19,0000;2,2700;21,0000;263,0000;383,0000;47,0000;2,2700;0,1890;0,0320;38,5000;0,0000;0,0900;0,2100;8,4300;0,4700;11,0000;8,3000;0,0000;0,0000;0,0000
28296;cake snk cakes creme-filled choc w frstng l-f w add fiber;409,0000;3,7100;5,5700;13,0000;69,3700;14,9000;33,4200;149,0000;4,0100;34,0000;146,0000;193,0000;483,0000;0,7300;0,2430;0,0000;20,5000;0,0000;0,2760;0,2960;2,1020;0,0460;18,0000;0,1800;1,0000;1.13;0,2000
12537;sunflower sd krnls dry rstd wsalt;582,0000;19,3300;5,2190;49,8000;24,0700;9,0000;2,7300;70,0000;3,8000;129,0000;1155,0000;850,0000;655,0000;5,2900;1,8300;2,1100;79,3000;1,4000;0,1060;0,2460;7,0420;0,8040;237,0000;0,0000;0,0000;26.1;0,0000
28257;austin pnut butter on toasty crackers sandwich-type;489,0000;10,6000;3,6000;23,8000;60,2000;3,2000;11,6000;54,0000;3,3000;12,0000;118,0000;66,0000;772,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4100;0,2700;3,5000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11088;broadbeans immat seeds raw;72,0000;5,6000;0,1380;0,6000;11,7000;4,2000;0,0000;22,0000;1,9000;38,0000;95,0000;250,0000;50,0000;0,5800;0,0740;0,3200;1,2000;33,0000;0,1700;0,1100;1,5000;0,0380;96,0000;0,0000;18,0000;0,0000;0,0000
21286;"papa john's 14"" chs pizza thin crust";295,0000;12,2900;6,2020;15,6600;26,2600;2,3000;3,8500;238,0000;0,5100;22,0000;245,0000;160,0000;528,0000;1,2500;0,1490;0,2100;29,0000;0,0000;0,4690;0,2160;0,8950;0,0000;0,0000;0,8300;84,0000;1.78;0,0000
6366;campbell's red  white minestrone soup cond;71,0000;3,1700;0,3970;0,7900;13,4900;2,4000;2,3800;16,0000;0,8600;0,0000;0,0000;833,0000;516,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
23460;beef nz imp flat ln  fat ckd brsd;252,0000;31,8600;4,5070;13,7900;0,0000;0,0000;0,0000;6,0000;3,0900;17,0000;154,0000;170,0000;30,0000;4,3300;0,1810;0,0150;2,0000;0,0000;0,0260;0,1840;2,2400;0,1650;0,0000;1,7700;14,0000;1.1;0,0000
17245;"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd rstd";269,0000;22,7000;7,9800;19,0800;0,0000;0,0000;0,0000;20,0000;1,9700;23,0000;185,0000;251,0000;66,0000;5,4400;0,1080;0,0220;26,4000;0,0000;0,0900;0,2400;6,0400;0,1300;21,0000;2,6500;0,0000;0,0000;0,0000
14092;bev choc almond milk unswtnd shelf-stable fort w vit d2  e;21,0000;0,8300;0,0000;1,4600;1,2500;0,4000;0,0000;188,0000;0,4500;10,0000;17,0000;96,0000;75,0000;0,0700;0,0290;0,0000;0,2000;0,0000;0,0600;0,0470;0,0750;0,0150;1,0000;0,0000;62,0000;4.19;1,0000
4629;margarine  veg oil sprd 70 fat soybn  part hydr soybn stk;628,0000;0,2600;13,6310;70,2200;1,5300;0,0000;0,0000;7,0000;0,1200;2,0000;10,0000;46,0000;700,0000;0,0600;0,0000;0,0140;0,0000;0,0000;0,0520;0,0250;0,0000;0,0030;1,0000;0,0000;0,0000;5.59;0,0000
10176;pork frsh loin cntr loin (chops) bone-in ln ckd pan-fried;195,0000;29,5600;2,5970;7,6600;0,0000;0,0000;0,0000;51,0000;0,9900;24,0000;268,0000;378,0000;99,0000;3,4200;0,1180;0,0130;43,7000;0,0000;0,5670;0,3950;9,6670;0,5620;0,0000;0,8000;3,0000;0.22;0,5000
11760;carrots frz ckd bld drnd wsalt;37,0000;0,5800;0,1320;0,6800;7,7300;3,3000;4,0800;35,0000;0,5300;11,0000;31,0000;192,0000;295,0000;0,3500;0,0820;0,1670;0,6000;2,3000;0,0300;0,0370;0,4160;0,0840;11,0000;0,0000;846,0000;1.01;0,0000
11981;peppers hungarian raw;29,0000;0,8000;0,0460;0,4100;6,7000;1,0000;3,5300;12,0000;0,4600;16,0000;29,0000;202,0000;1,0000;0,3000;0,1150;0,2040;0,3000;92,9000;0,0790;0,0550;1,0920;0,5170;53,0000;0,0000;41,0000;0.48;0,0000
21237;mcdonald's big mac;257,0000;11,8200;3,8030;14,9600;20,0800;1,6000;3,9700;116,0000;2,0000;20,0000;122,0000;181,0000;460,0000;1,9100;0,0980;0,2060;0,0000;0,4000;0,1760;0,2090;3,3840;0,0000;0,0000;0,8800;0,0000;0,0000;0,0000
43379;cheese past process swiss lofat;165,0000;25,5000;3,3030;5,1000;4,3000;0,0000;1,3500;684,0000;0,4300;24,0000;827,0000;180,0000;1430,0000;3,3200;0,0330;0,0000;17,4000;0,0000;0,0300;0,3900;0,0800;0,0800;9,0000;0,7700;40,0000;0.07;0,1000
8671;cereals rte general mills dulce de leche cheerios;378,0000;6,5000;1,0000;5,6900;82,0000;7,3000;20,8900;370,0000;33,2900;59,0000;222,0000;272,0000;509,0000;13,8900;0,0000;0,0000;0,0000;55,6000;1,3900;1,6000;18,5000;1,8500;0,0000;5,5900;0,0000;0,0000;3,7000
10875;pork cured ham w nat juices slice bone-in ln htd pan-broil;150,0000;27,7500;1,1100;4,3800;0,0000;0,0000;0,0000;12,0000;1,2000;23,0000;291,0000;358,0000;835,0000;3,0300;0,0960;0,0220;51,0000;0,0000;0,3080;0,2610;9,0100;0,3920;1,0000;0,6000;13,0000;0.23;0,0000
43326;pork cured ham lo na ln  fat ckd;172,0000;22,3000;2,7810;8,3000;0,3000;0,0000;0,0000;8,0000;1,3700;21,0000;265,0000;386,0000;969,0000;2,5500;0,1320;0,0000;19,5000;0,0000;0,7300;0,3100;5,7400;0,3300;3,0000;0,6900;0,0000;0.28;0,8000
11200;yardlong bean ckd bld drnd wosalt;47,0000;2,5300;0,0260;0,1000;9,1800;0,0000;0,0000;44,0000;0,9800;42,0000;57,0000;290,0000;4,0000;0,3600;0,0470;0,2010;1,5000;16,2000;0,0850;0,0990;0,6300;0,0240;45,0000;0,0000;23,0000;0,0000;0,0000
28000;kellogg's eggo mini muffin tops choc chip;300,0000;5,2000;3,5000;11,2000;45,0000;1,2000;18,5000;217,0000;3,9000;18,0000;351,0000;84,0000;582,0000;0,5000;0,0000;0,0000;0,0000;0,0000;0,3300;0,3700;4,3000;0,4300;0,0000;1,3000;326,0000;0,0000;0,1000
7027;ham chopped not canned;180,0000;16,5000;3,4220;10,3000;4,2000;0,0000;0,0000;7,0000;0,8300;16,0000;155,0000;319,0000;1039,0000;1,9400;0,0600;0,0000;17,4000;0,0000;0,6320;0,2040;3,8800;0,3500;1,0000;0,9200;0,0000;0.23;0,7000
18642;general mills betty crocker supermoist yel cake mix dry;413,0000;38,0000;2,2800;8,1000;81,3000;0,0000;43,9000;161,0000;0,0000;0,0000;0,0000;0,0000;672,0000;0,0000;0,0000;0,0000;0,0000;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11344;pigeonpeas immat seeds raw;136,0000;7,2000;0,3540;1,6400;23,8800;5,1000;3,0000;42,0000;1,6000;68,0000;127,0000;552,0000;5,0000;1,0400;0,1340;0,5740;1,5000;39,0000;0,4000;0,1700;2,2000;0,0680;173,0000;0,0000;3,0000;0.39;0,0000
21119;fast foods hotdog wchili;260,0000;11,8500;4,2580;11,7900;27,4500;0,0000;0,0000;17,0000;2,8800;9,0000;168,0000;146,0000;421,0000;0,6800;0,0900;0,1000;11,4000;2,4000;0,1900;0,3500;3,2800;0,0400;44,0000;0,2600;3,0000;0,0000;0,0000
1300;ice crm bar covered w choc  nuts;303,0000;5,6200;15,9040;25,8400;11,8900;1,1000;10,8000;90,0000;1,2100;37,0000;146,0000;304,0000;56,0000;0,8100;0,1640;0,0000;3,1000;0,0000;0,0510;0,2300;1,2280;0,2810;14,0000;0,4900;61,0000;0.54;0,2000
20136;pasta whl grain 51 whl wheat remaining unenr semolina ckd;159,0000;5,8200;0,2390;1,5000;31,5100;4,6000;0,8500;12,0000;1,6500;45,0000;110,0000;77,0000;6,0000;1,1200;0,1990;1,0320;34,2000;0,0000;0,1570;0,1030;2,8870;0,0970;20,0000;0,0000;0,0000;0.1;0,0000
43134;vegetarian fillets;290,0000;23,0000;2,8490;18,0000;9,0000;6,1000;0,8000;95,0000;2,0000;23,0000;450,0000;600,0000;490,0000;1,4000;0,9250;0,0000;1,0000;0,0000;1,1000;0,9000;12,0000;1,5000;102,0000;4,2000;0,0000;3.45;0,0000
21424;kfc fried chick original recipe skn  breading;384,0000;14,1700;6,3430;28,0100;18,7900;0,0000;0,0000;117,0000;0,8800;25,0000;252,0000;244,0000;1042,0000;0,8700;0,0820;0,2980;17,2000;0,0000;0,0800;0,1970;5,4200;0,1400;0,0000;0,3200;20,0000;1.2;0,0000
13827;"beef rib whl (ribs 6-12) lnfat 18""fat choic raw";322,0000;16,3400;11,5100;27,9300;0,0000;0,0000;0,0000;9,0000;1,7200;16,0000;154,0000;267,0000;54,0000;3,6600;0,0580;0,0120;16,3000;0,0000;0,0800;0,1300;2,7800;0,3100;5,0000;2,7900;0,0000;0,0000;0,0000
27022;campbell's soup on the go hr chick w mini noodles soup;20,0000;0,9800;0,1640;0,6600;2,6200;0,7000;0,6600;7,0000;0,1200;0,0000;0,0000;0,0000;134,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11080;beets raw;43,0000;1,6100;0,0270;0,1700;9,5600;2,8000;6,7600;16,0000;0,8000;23,0000;40,0000;325,0000;78,0000;0,3500;0,0750;0,3290;0,7000;4,9000;0,0310;0,0400;0,3340;0,0670;109,0000;0,0000;2,0000;0.04;0,0000
23200;"beef rib eye rst bnles lip-on ln  fat 18"" fat sel ckd rstd";277,0000;24,8500;8,4820;19,6800;0,0000;0,0000;0,0000;11,0000;1,8700;22,0000;160,0000;295,0000;54,0000;6,0900;0,0750;0,0750;31,0000;0,0000;0,0720;0,2850;5,2810;0,4800;6,0000;2,0100;8,0000;0.08;0,1000
15016;cod atlantic ckd dry heat;105,0000;22,8300;0,1680;0,8600;0,0000;0,0000;0,0000;14,0000;0,4900;42,0000;138,0000;244,0000;78,0000;0,5800;0,0360;0,0200;37,6000;1,0000;0,0880;0,0790;2,5130;0,2830;8,0000;1,0500;14,0000;0.81;1,2000
11780;cowpeas leafy tips ckd bld drnd wsalt;22,0000;4,6700;0,0260;0,1000;2,8000;0,0000;0,0000;69,0000;1,0900;62,0000;42,0000;351,0000;242,0000;0,2400;0,1540;0,4120;0,9000;18,4000;0,2560;0,1420;1,0080;0,1350;60,0000;0,0000;29,0000;0,0000;0,0000
15112;tilefish raw;96,0000;17,5000;0,4410;2,3100;0,0000;0,0000;0,0000;26,0000;0,2500;28,0000;187,0000;433,0000;53,0000;0,3700;0,0410;0,0100;36,5000;0,0000;0,1200;0,1600;2,9000;0,2600;15,0000;2,2000;18,0000;0,0000;0,0000
16136;winged bns mature seeds ckd bld wo salt;147,0000;10,6200;0,8250;5,8400;14,9400;0,0000;0,0000;142,0000;4,3300;54,0000;153,0000;280,0000;13,0000;1,4400;0,7730;1,1990;2,9000;0,0000;0,2950;0,1290;0,8300;0,0470;10,0000;0,0000;0,0000;0,0000;0,0000
11657;potatoes mshd home-prepared whl milk added;83,0000;1,9100;0,3020;0,5700;17,5700;1,5000;1,4800;24,0000;0,2700;18,0000;46,0000;296,0000;302,0000;0,2800;0,1450;0,1190;0,8000;6,2000;0,0890;0,0410;1,1180;0,2320;8,0000;0,0700;7,0000;0.02;0,2000
9002;acerola juice raw;23,0000;0,4000;0,0680;0,3000;4,8000;0,3000;4,5000;10,0000;0,5000;12,0000;9,0000;97,0000;3,0000;0,1000;0,0860;0,0000;0,1000;1600,0000;0,0200;0,0600;0,4000;0,0040;14,0000;0,0000;25,0000;0.18;0,0000
13957;"beef bttm sirloin tri-tip rst ln  fat 0"" fat sel ckd rstd";201,0000;26,4400;3,5950;9,7800;0,0000;0,0000;0,0000;21,0000;1,6200;23,0000;212,0000;338,0000;56,0000;4,8200;0,0730;0,0090;28,7000;0,0000;0,0770;0,1380;6,9060;0,5790;8,0000;1,3700;0,0000;0.39;0,0000
18635;pillsbury cinn rolls w icing refr dough;330,0000;4,3400;3,2500;11,2700;53,4200;1,4000;21,3400;28,0000;1,9300;0,0000;0,0000;0,0000;780,0000;0,0000;0,0000;0,0000;0,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
A017;varagu;331,7320;8,9200;0,2460;2,5500;66,1900;6,3900;1,2900;15,2700;2,3400;122,0000;101,0000;94,0000;3,3500;1,6500;0,2600;0,3300;14,1200;0,0000;0,2900;0,2000;1,4900;0,0700;39,4900;0,0000;0,2900;0.07;0,0000
21124;fast foods submarine sndwch cold cut brd w lettuce  tomato;213,0000;10,5200;3,5540;10,0400;20,4300;1,2000;3,1800;171,0000;1,8100;20,0000;112,0000;282,0000;575,0000;1,0500;0,0840;0,3540;19,9000;7,5000;0,3430;0,2670;4,3230;0,2030;9,0000;0,2200;22,0000;0.41;0,2000
11618;eppaw raw;150,0000;4,6000;0,0000;1,8000;31,6800;0,0000;0,0000;110,0000;1,1500;32,0000;165,0000;340,0000;12,0000;1,1500;0,2340;1,0940;0,9000;13,0000;0,1100;0,1200;0,3000;0,1760;24,0000;0,0000;0,0000;0,0000;0,0000
10115;pork frsh var meatsby-products pancreas raw;199,0000;18,5600;4,5800;13,2400;0,0000;0,0000;0,0000;11,0000;2,1300;17,0000;234,0000;197,0000;44,0000;2,6200;0,0900;0,1570;40,8000;15,3000;0,1050;0,4600;3,4500;0,4600;3,0000;16,4000;0,0000;0,0000;0,0000
10084;pork frsh shldr (boston butt) blade (steaks) ln raw;132,0000;18,7300;1,9980;5,7100;0,0000;0,0000;0,0000;14,0000;1,2000;22,0000;202,0000;339,0000;65,0000;3,3600;0,1020;0,0130;28,2000;0,0000;0,5580;0,3840;4,3870;0,5210;0,0000;0,9100;0,0000;0.24;0,6000
8268;cereals rte general mills frankenberry;386,0000;5,5000;0,5000;4,3000;85,4000;4,2000;27,2900;303,0000;13,6000;24,0000;182,0000;163,0000;458,0000;11,3900;0,1290;0,0000;19,8000;18,2000;1,1000;1,2900;15,1900;1,5100;19,0000;4,5000;420,0000;0.77;3,0000
13934;"beef top sirloin steak ln  fat 18"" fat sel raw";189,0000;20,6800;4,4910;11,1300;0,0000;0,0000;0,0000;24,0000;1,5100;21,0000;194,0000;321,0000;53,0000;3,5400;0,0730;0,0100;24,1000;0,0000;0,0740;0,1120;5,5260;0,5710;11,0000;0,9800;0,0000;0.35;0,0000
16166;soymilk choc unfortified;63,0000;2,2600;0,2400;1,5300;9,9500;0,4000;7,8600;25,0000;0,4800;15,0000;51,0000;143,0000;53,0000;0,3400;0,2060;0,0000;4,8000;1,7000;0,0220;0,2620;0,5130;0,0770;11,0000;0,7000;0,0000;0.01;0,0000
3937;inf form pbm prod store brand lc not rec (form wyeth-ayerst);130,0000;2,9000;3,2000;7,0000;13,9000;0,0000;13,9000;83,0000;2,3600;9,0000;55,0000;109,0000;29,0000;1,0600;0,0920;0,0000;2,6000;11,2000;0,1300;0,2000;0,9900;0,0800;0,0000;0,2600;118,0000;0.83;1,9000
23137;"beef chk eye cntry-style ribs bnl ln  fat 0"" fat all gr raw";205,0000;18,9700;6,1540;14,3200;0,0000;0,0000;0,0000;14,0000;2,1000;16,0000;175,0000;291,0000;77,0000;6,6500;0,0830;0,0120;19,1000;0,0000;0,0700;0,1620;3,8750;0,3380;3,0000;2,9100;4,0000;0.16;0,1000
18283;muffins oat bran;270,0000;7,0000;1,0870;7,4000;48,3000;4,6000;8,2200;63,0000;4,2000;157,0000;376,0000;507,0000;393,0000;1,8400;0,3300;2,6300;11,0000;0,0000;0,2620;0,0950;0,4200;0,1610;18,0000;0,0100;0,0000;0.66;0,0000
6149;soup chick mushroom cnd cond;100,0000;1,6100;1,2460;484,0000;11,9500;3,2000;0,7900;23,0000;0,7000;7,0000;22,0000;56,0000;669,0000;0,8000;0,0400;0,1000;2,9000;0,0000;0,0200;0,0900;1,3000;0,0400;2,0000;0,0500;;0.64;0,0000
4031;shortening household partially hydrog soybn -cottonseed;884,0000;0,0000;25,0000;100,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6.13;0,0000
1128;egg whl ckd fried;196,0000;13,6100;4,3230;14,8400;0,8300;0,0000;0,4000;62,0000;1,8900;13,0000;215,0000;152,0000;207,0000;1,3900;0,0780;0,0300;33,1000;0,0000;0,0440;0,4950;0,0820;0,1840;51,0000;0,9700;219,0000;1.31;2,2000
18077;bread whole-wheat prep from recipe;278,0000;8,4000;0,7960;5,4000;51,4000;6,0000;3,8400;33,0000;3,1000;81,0000;187,0000;314,0000;346,0000;1,5000;0,2530;1,8810;38,6000;0,0000;0,3030;0,2270;3,9850;0,1990;47,0000;0,0000;0,0000;0.76;0,0000
9128;grapefruit juc white raw;39,0000;0,5000;0,0140;0,1000;9,2000;0,1000;9,1000;9,0000;0,2000;12,0000;15,0000;162,0000;1,0000;0,0500;0,0330;0,0200;0,1000;38,0000;0,0400;0,0200;0,2000;0,0440;10,0000;0,0000;1,0000;0.22;0,0000
13353;beef cured luncheon meat jellied;111,0000;19,0000;1,4100;3,3000;0,0000;0,0000;0,0000;10,0000;3,4500;18,0000;139,0000;402,0000;1322,0000;3,5500;0,1200;0,0520;16,4000;0,0000;0,1450;0,2910;4,8380;0,2500;7,0000;5,1400;0,0000;0,0000;0,0000
16034;beans kidney red mature seeds cnd sol  liquids;81,0000;5,2200;0,1250;0,3600;14,8300;4,3000;1,8500;29,0000;1,2500;30,0000;106,0000;260,0000;256,0000;0,6200;0,1470;0,2910;1,1000;0,8000;0,1060;0,0670;0,4940;0,0800;23,0000;0,0000;0,0000;0.02;0,0000
G017;onion  big ;48,0390;1,5000;0,0608;0,2400;9,5600;2,4500;5,8800;21,0300;0,4300;17.96;32,3400;171,0000;5,5000;0,3500;0,1100;0,2400;0,3500;6,6900;0,0400;0,0100;0,3400;0,1000;28,8800;0,0000;0,2800;0.05;0,0007
